journal_id,journal_date,posted_date,period,fiscal_year,fiscal_period,source,description,prepared_by,approved_by,status
JE-2022-00056,2022-01-06,2022-01-06,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00012,1072,1071,POSTED
JE-2022-00057,2022-01-28,2022-01-28,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00013,1072,1071,POSTED
JE-2022-00058,2022-01-07,2022-01-07,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00014,1072,1071,POSTED
JE-2022-00059,2022-01-31,2022-02-01,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00015,1072,1071,POSTED
JE-2022-00060,2022-01-14,2022-01-14,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00016,1072,1071,POSTED
JE-2022-00061,2022-01-31,2022-02-03,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00017,1072,1071,POSTED
JE-2022-00062,2022-01-07,2022-01-10,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00018,1072,1071,POSTED
JE-2022-00063,2022-01-12,2022-01-12,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00019,1072,1071,POSTED
JE-2022-00064,2022-01-18,2022-01-18,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00020,1072,1071,POSTED
JE-2022-00065,2022-01-04,2022-01-04,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00021,1072,1071,POSTED
JE-2022-00066,2022-01-25,2022-01-25,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00022,1072,1071,POSTED
JE-2022-00067,2022-01-31,2022-02-01,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00023,1072,1071,POSTED
JE-2022-00068,2022-01-18,2022-01-21,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00024,1072,1071,POSTED
JE-2022-00069,2022-01-21,2022-01-21,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00025,1072,1071,POSTED
JE-2022-00070,2022-01-03,2022-01-03,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00026,1072,1071,POSTED
JE-2022-00071,2022-01-28,2022-01-31,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00027,1072,1071,POSTED
JE-2022-00072,2022-01-28,2022-01-31,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00028,1072,1071,POSTED
JE-2022-00073,2022-01-12,2022-01-14,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00029,1072,1071,POSTED
JE-2022-00074,2022-01-05,2022-01-07,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00030,1072,1071,POSTED
JE-2022-00075,2022-01-14,2022-01-14,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00031,1072,1071,POSTED
JE-2022-00076,2022-01-14,2022-01-14,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00032,1072,1071,POSTED
JE-2022-00077,2022-01-18,2022-01-20,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00033,1072,1071,POSTED
JE-2022-00078,2022-01-11,2022-01-12,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00034,1072,1071,POSTED
JE-2022-00079,2022-01-04,2022-01-04,2022-01,FY2022,10,AP,Purchase invoice PI-2022-00035,1072,1071,POSTED
JE-2022-00080,2022-01-31,2022-02-03,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00010,1072,1071,POSTED
JE-2022-00081,2022-01-25,2022-01-26,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00024,1072,1071,POSTED
JE-2022-00082,2022-01-18,2022-01-19,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00027,1072,1071,POSTED
JE-2022-00083,2022-01-28,2022-01-31,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00044,1072,1071,POSTED
JE-2022-00084,2022-01-31,2022-02-02,2022-01,FY2022,10,CASH,Supplier payment PI-2022-00004,1072,1071,POSTED
JE-2022-00085,2022-01-19,2022-01-19,2022-01,FY2022,10,CASH,Supplier payment PI-2022-00014,1072,1071,POSTED
JE-2022-00086,2022-01-28,2022-01-31,2022-01,FY2022,10,CASH,Supplier payment PI-2022-00029,1072,1071,POSTED
JE-2022-00087,2022-01-28,2022-01-31,2022-01,FY2022,10,PAYROLL,Payroll January 2022,1072,1071,POSTED
JE-2022-00088,2022-01-31,2022-01-31,2022-01,FY2022,10,GENERAL,Depreciation Jan 2022,1072,1071,POSTED
JE-2022-00089,2022-01-31,2022-02-02,2022-01,FY2022,10,GENERAL,Bank charges and interest Jan 2022,1072,1071,POSTED
JE-2022-00090,2022-01-07,2022-01-10,2022-01,FY2022,10,GENERAL,VAT return payment,1072,1071,POSTED
JE-2022-00091,2022-02-04,2022-02-07,2022-02,FY2022,11,AR,Sales invoice SI-2022-00045,1072,1071,POSTED
JE-2022-00092,2022-02-07,2022-02-07,2022-02,FY2022,11,AR,Sales invoice SI-2022-00046,1072,1071,POSTED
JE-2022-00093,2022-02-16,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00047,1072,1071,POSTED
JE-2022-00094,2022-02-24,2022-02-25,2022-02,FY2022,11,AR,Sales invoice SI-2022-00048,1072,1071,POSTED
JE-2022-00095,2022-02-11,2022-02-11,2022-02,FY2022,11,AR,Sales invoice SI-2022-00049,1072,1071,POSTED
JE-2022-00096,2022-02-21,2022-02-22,2022-02,FY2022,11,AR,Sales invoice SI-2022-00050,1072,1071,POSTED
JE-2022-00097,2022-02-22,2022-02-25,2022-02,FY2022,11,AR,Sales invoice SI-2022-00051,1072,1071,POSTED
JE-2022-00098,2022-02-02,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00052,1072,1071,POSTED
JE-2022-00099,2022-02-15,2022-02-15,2022-02,FY2022,11,AR,Sales invoice SI-2022-00053,1072,1071,POSTED
JE-2022-00100,2022-02-18,2022-02-21,2022-02,FY2022,11,AR,Sales invoice SI-2022-00054,1072,1071,POSTED
JE-2022-00101,2022-02-18,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00055,1072,1071,POSTED
JE-2022-00102,2022-02-10,2022-02-11,2022-02,FY2022,11,AR,Sales invoice SI-2022-00056,1072,1071,POSTED
JE-2022-00103,2022-02-02,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00057,1072,1071,POSTED
JE-2022-00104,2022-02-04,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00058,1072,1071,POSTED
JE-2022-00105,2022-02-22,2022-02-23,2022-02,FY2022,11,AR,Sales invoice SI-2022-00059,1072,1071,POSTED
JE-2022-00106,2022-02-14,2022-02-16,2022-02,FY2022,11,AR,Sales invoice SI-2022-00060,1072,1071,POSTED
JE-2022-00107,2022-02-14,2022-02-16,2022-02,FY2022,11,AR,Sales invoice SI-2022-00061,1072,1071,POSTED
JE-2022-00108,2022-02-18,2022-02-21,2022-02,FY2022,11,AR,Sales invoice SI-2022-00062,1072,1071,POSTED
JE-2022-00109,2022-02-07,2022-02-09,2022-02,FY2022,11,AR,Sales invoice SI-2022-00063,1072,1071,POSTED
JE-2022-00110,2022-02-28,2022-03-02,2022-02,FY2022,11,AR,Sales invoice SI-2022-00064,1072,1071,POSTED
JE-2022-00111,2022-02-28,2022-03-03,2022-02,FY2022,11,AR,Sales invoice SI-2022-00065,1072,1071,POSTED
JE-2022-00112,2022-02-18,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00066,1072,1071,POSTED
JE-2022-00113,2022-02-25,2022-02-25,2022-02,FY2022,11,AR,Sales invoice SI-2022-00067,1072,1071,POSTED
JE-2022-00114,2022-02-25,2022-02-25,2022-02,FY2022,11,AR,Sales invoice SI-2022-00068,1072,1071,POSTED
JE-2022-00115,2022-02-14,2022-02-15,2022-02,FY2022,11,AR,Sales invoice SI-2022-00069,1072,1071,POSTED
JE-2022-00116,2022-02-25,2022-02-28,2022-02,FY2022,11,AR,Sales invoice SI-2022-00070,1072,1071,POSTED
JE-2022-00117,2022-02-02,2022-02-02,2022-02,FY2022,11,AR,Sales invoice SI-2022-00071,1072,1071,POSTED
JE-2022-00118,2022-02-11,2022-02-11,2022-02,FY2022,11,AR,Sales invoice SI-2022-00072,1072,1071,POSTED
JE-2022-00119,2022-02-10,2022-02-11,2022-02,FY2022,11,AR,Sales invoice SI-2022-00073,1072,1071,POSTED
JE-2022-00120,2022-02-14,2022-02-14,2022-02,FY2022,11,AR,Sales invoice SI-2022-00074,1072,1071,POSTED
JE-2022-00121,2022-02-18,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00075,1072,1071,POSTED
JE-2022-00122,2022-02-04,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00076,1072,1071,POSTED
JE-2022-00123,2022-02-22,2022-02-22,2022-02,FY2022,11,AR,Sales invoice SI-2022-00077,1072,1071,POSTED
JE-2022-00124,2022-02-15,2022-02-15,2022-02,FY2022,11,AR,Sales invoice SI-2022-00078,1072,1071,POSTED
JE-2022-00125,2022-02-01,2022-02-02,2022-02,FY2022,11,AR,Sales invoice SI-2022-00079,1072,1071,POSTED
JE-2022-00126,2022-02-01,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00080,1072,1071,POSTED
JE-2022-00127,2022-02-04,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00081,1072,1071,POSTED
JE-2022-00128,2022-02-03,2022-02-03,2022-02,FY2022,11,AR,Sales invoice SI-2022-00082,1072,1071,POSTED
JE-2022-00129,2022-02-24,2022-02-25,2022-02,FY2022,11,AR,Sales invoice SI-2022-00083,1072,1071,POSTED
JE-2022-00130,2022-02-11,2022-02-11,2022-02,FY2022,11,AR,Sales invoice SI-2022-00084,1072,1071,POSTED
JE-2022-00131,2022-02-22,2022-02-24,2022-02,FY2022,11,AR,Sales invoice SI-2022-00085,1072,1071,POSTED
JE-2022-00132,2022-02-17,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00086,1072,1071,POSTED
JE-2022-00133,2022-02-15,2022-02-18,2022-02,FY2022,11,AR,Sales invoice SI-2022-00087,1072,1071,POSTED
JE-2022-00134,2022-02-04,2022-02-04,2022-02,FY2022,11,AR,Sales invoice SI-2022-00088,1072,1071,POSTED
JE-2022-00135,2022-02-11,2022-02-14,2022-02,FY2022,11,AR,Sales invoice SI-2022-00089,1072,1071,POSTED
JE-2022-00136,2022-02-15,2022-02-17,2022-02,FY2022,11,AR,Sales invoice SI-2022-00090,1072,1071,POSTED
JE-2022-00137,2022-02-25,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00036,1072,1071,POSTED
JE-2022-00138,2022-02-25,2022-02-28,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00037,1072,1071,POSTED
JE-2022-00139,2022-02-21,2022-02-23,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00038,1072,1071,POSTED
JE-2022-00140,2022-02-04,2022-02-07,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00039,1072,1071,POSTED
JE-2022-00141,2022-02-18,2022-02-18,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00040,1072,1071,POSTED
JE-2022-00142,2022-02-02,2022-02-04,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00041,1072,1071,POSTED
JE-2022-00143,2022-02-11,2022-02-11,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00042,1072,1071,POSTED
JE-2022-00144,2022-02-15,2022-02-18,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00043,1072,1071,POSTED
JE-2022-00145,2022-02-21,2022-02-24,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00044,1072,1071,POSTED
JE-2022-00146,2022-02-11,2022-02-11,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00045,1072,1071,POSTED
JE-2022-00147,2022-02-28,2022-03-03,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00046,1072,1071,POSTED
JE-2022-00148,2022-02-25,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00047,1072,1071,POSTED
JE-2022-00149,2022-02-08,2022-02-09,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00048,1072,1071,POSTED
JE-2022-00150,2022-02-04,2022-02-04,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00049,1072,1071,POSTED
JE-2022-00151,2022-02-28,2022-02-28,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00050,1072,1071,POSTED
JE-2022-00152,2022-02-10,2022-02-11,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00051,1072,1071,POSTED
JE-2022-00153,2022-02-01,2022-02-04,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00052,1072,1071,POSTED
JE-2022-00154,2022-02-24,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00053,1072,1071,POSTED
JE-2022-00155,2022-02-09,2022-02-10,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00054,1072,1071,POSTED
JE-2022-00156,2022-02-25,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00055,1072,1071,POSTED
JE-2022-00157,2022-02-04,2022-02-07,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00056,1072,1071,POSTED
JE-2022-00158,2022-02-25,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00057,1072,1071,POSTED
JE-2022-00159,2022-02-25,2022-02-28,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00058,1072,1071,POSTED
JE-2022-00160,2022-02-03,2022-02-03,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00059,1072,1071,POSTED
JE-2022-00161,2022-02-22,2022-02-23,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00060,1072,1071,POSTED
JE-2022-00162,2022-02-11,2022-02-11,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00061,1072,1071,POSTED
JE-2022-00163,2022-02-18,2022-02-18,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00062,1072,1071,POSTED
JE-2022-00164,2022-02-01,2022-02-04,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00063,1072,1071,POSTED
JE-2022-00165,2022-02-22,2022-02-23,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00064,1072,1071,POSTED
JE-2022-00166,2022-02-04,2022-02-07,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00065,1072,1071,POSTED
JE-2022-00167,2022-02-22,2022-02-24,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00066,1072,1071,POSTED
JE-2022-00168,2022-02-01,2022-02-02,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00067,1072,1071,POSTED
JE-2022-00169,2022-02-25,2022-02-25,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00068,1072,1071,POSTED
JE-2022-00170,2022-02-18,2022-02-18,2022-02,FY2022,11,AP,Purchase invoice PI-2022-00069,1072,1071,POSTED
JE-2022-00171,2022-02-22,2022-02-24,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00001,1072,1071,POSTED
JE-2022-00172,2022-02-11,2022-02-11,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00003,1072,1071,POSTED
JE-2022-00173,2022-02-28,2022-03-02,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00006,1072,1071,POSTED
JE-2022-00174,2022-02-25,2022-02-25,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00007,1072,1071,POSTED
JE-2022-00175,2022-01-28,2022-01-28,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00026,1072,1071,POSTED
JE-2022-00176,2022-02-25,2022-02-28,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00030,1072,1071,POSTED
JE-2022-00177,2022-02-21,2022-02-23,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00033,1072,1071,POSTED
JE-2022-00178,2022-02-22,2022-02-24,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00034,1072,1071,POSTED
JE-2022-00179,2022-02-03,2022-02-04,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00035,1072,1071,POSTED
JE-2022-00180,2022-02-18,2022-02-18,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00037,1072,1071,POSTED
JE-2022-00181,2022-02-25,2022-02-25,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00041,1072,1071,POSTED
JE-2022-00182,2022-01-27,2022-01-27,2022-01,FY2022,10,CASH,Customer receipt SI-2022-00043,1072,1071,POSTED
JE-2022-00183,2022-02-24,2022-02-24,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00056,1072,1071,POSTED
JE-2022-00184,2022-02-18,2022-02-18,2022-02,FY2022,11,CASH,Customer receipt SI-2022-00082,1072,1071,POSTED
JE-2022-00185,2022-02-21,2022-02-23,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00001,1072,1071,POSTED
JE-2022-00186,2022-01-31,2022-02-01,2022-01,FY2022,10,CASH,Supplier payment PI-2022-00002,1072,1071,POSTED
JE-2022-00187,2022-02-24,2022-02-25,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00005,1072,1071,POSTED
JE-2022-00188,2022-02-21,2022-02-21,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00006,1072,1071,POSTED
JE-2022-00189,2022-02-07,2022-02-10,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00008,1072,1071,POSTED
JE-2022-00190,2022-02-03,2022-02-03,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00009,1072,1071,POSTED
JE-2022-00191,2022-02-03,2022-02-04,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00010,1072,1071,POSTED
JE-2022-00192,2022-02-11,2022-02-11,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00012,1072,1071,POSTED
JE-2022-00193,2022-02-16,2022-02-17,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00016,1072,1071,POSTED
JE-2022-00194,2022-02-28,2022-03-02,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00017,1072,1071,POSTED
JE-2022-00195,2022-02-21,2022-02-22,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00018,1072,1071,POSTED
JE-2022-00196,2022-02-08,2022-02-10,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00020,1072,1071,POSTED
JE-2022-00197,2022-02-03,2022-02-04,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00021,1072,1071,POSTED
JE-2022-00198,2022-02-15,2022-02-16,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00022,1072,1071,POSTED
JE-2022-00199,2022-02-11,2022-02-14,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00023,1072,1071,POSTED
JE-2022-00200,2022-02-17,2022-02-18,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00024,1072,1071,POSTED
JE-2022-00201,2022-02-23,2022-02-25,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00025,1072,1071,POSTED
JE-2022-00202,2022-02-11,2022-02-11,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00030,1072,1071,POSTED
JE-2022-00203,2022-02-18,2022-02-18,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00031,1072,1071,POSTED
JE-2022-00204,2022-01-28,2022-01-28,2022-01,FY2022,10,CASH,Supplier payment PI-2022-00032,1072,1071,POSTED
JE-2022-00205,2022-02-10,2022-02-10,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00034,1072,1071,POSTED
JE-2022-00206,2022-02-25,2022-02-25,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00045,1072,1071,POSTED
JE-2022-00207,2022-02-18,2022-02-21,2022-02,FY2022,11,CASH,Supplier payment PI-2022-00052,1072,1071,POSTED
JE-2022-00208,2022-02-28,2022-03-01,2022-02,FY2022,11,PAYROLL,Payroll February 2022,1072,1071,POSTED
JE-2022-00209,2022-02-28,2022-02-28,2022-02,FY2022,11,GENERAL,Depreciation Feb 2022,1072,1071,POSTED
JE-2022-00210,2022-02-28,2022-03-02,2022-02,FY2022,11,GENERAL,Bank charges and interest Feb 2022,1072,1071,POSTED
JE-2022-00211,2022-03-18,2022-03-21,2022-03,FY2022,12,AR,Sales invoice SI-2022-00091,1072,1071,POSTED
JE-2022-00212,2022-03-03,2022-03-03,2022-03,FY2022,12,AR,Sales invoice SI-2022-00092,1072,1071,POSTED
JE-2022-00213,2022-03-18,2022-03-18,2022-03,FY2022,12,AR,Sales invoice SI-2022-00093,1072,1071,POSTED
JE-2022-00214,2022-03-16,2022-03-18,2022-03,FY2022,12,AR,Sales invoice SI-2022-00094,1072,1071,POSTED
JE-2022-00215,2022-03-09,2022-03-09,2022-03,FY2022,12,AR,Sales invoice SI-2022-00095,1072,1071,POSTED
