budget_id,fiscal_year,fiscal_period,account_code,cost_centre_code,budget_amount_gbp,status,version
48,FY2023,2,4000,CC210,136850.0,APPROVED,v2
49,FY2023,2,4010,CC220,100700.0,APPROVED,v2
50,FY2023,2,4020,CC200,6650.0,APPROVED,v2
51,FY2023,2,4020,CC220,22850.0,APPROVED,v2
52,FY2023,2,4030,CC200,46850.0,APPROVED,v2
53,FY2023,2,4030,CC210,21850.0,APPROVED,v2
54,FY2023,2,5000,CC300,59750.0,APPROVED,v2
55,FY2023,2,5000,CC400,21500.0,APPROVED,v2
56,FY2023,2,5010,CC300,5700.0,APPROVED,v2
57,FY2023,2,5020,CC400,9350.0,APPROVED,v2
58,FY2023,2,6000,CC100,13950.0,APPROVED,v2
59,FY2023,2,6000,CC200,44250.0,APPROVED,v2
60,FY2023,2,6000,CC210,33400.0,APPROVED,v2
61,FY2023,2,6000,CC220,17050.0,APPROVED,v2
62,FY2023,2,6000,CC300,50950.0,APPROVED,v2
63,FY2023,2,6000,CC400,43850.0,APPROVED,v2
64,FY2023,2,6000,CC500,18500.0,APPROVED,v2
65,FY2023,2,6000,CC600,21750.0,APPROVED,v2
66,FY2023,2,6010,CC100,2000.0,APPROVED,v2
67,FY2023,2,6010,CC200,6050.0,APPROVED,v2
68,FY2023,2,6010,CC210,4400.0,APPROVED,v2
69,FY2023,2,6010,CC220,2250.0,APPROVED,v2
70,FY2023,2,6010,CC300,6000.0,APPROVED,v2
71,FY2023,2,6010,CC400,6300.0,APPROVED,v2
72,FY2023,2,6010,CC500,3000.0,APPROVED,v2
73,FY2023,2,6010,CC600,2900.0,APPROVED,v2
74,FY2023,2,6020,CC100,600.0,APPROVED,v2
75,FY2023,2,6020,CC200,1500.0,APPROVED,v2
76,FY2023,2,6020,CC210,1350.0,APPROVED,v2
77,FY2023,2,6020,CC220,650.0,APPROVED,v2
78,FY2023,2,6020,CC300,1800.0,APPROVED,v2
79,FY2023,2,6020,CC400,1750.0,APPROVED,v2
80,FY2023,2,6020,CC500,750.0,APPROVED,v2
81,FY2023,2,6020,CC600,850.0,APPROVED,v2
82,FY2023,2,6040,CC100,2600.0,APPROVED,v2
83,FY2023,2,6100,CC100,950.0,APPROVED,v2
84,FY2023,2,6110,CC100,2600.0,APPROVED,v2
85,FY2023,2,6120,CC300,900.0,APPROVED,v2
86,FY2023,2,6130,CC100,2600.0,APPROVED,v2
87,FY2023,2,6210,CC100,1150.0,APPROVED,v2
88,FY2023,2,6210,CC200,6300.0,APPROVED,v2
89,FY2023,2,6300,CC600,6750.0,APPROVED,v2
90,FY2023,2,6400,CC200,2000.0,APPROVED,v2
91,FY2023,2,6520,CC500,650.0,APPROVED,v2
92,FY2023,2,6600,CC100,16650.0,APPROVED,v2
93,FY2023,2,6900,CC220,2000.0,APPROVED,v2
94,FY2023,3,4000,CC200,208650.0,APPROVED,v2
95,FY2023,3,4000,CC210,139450.0,APPROVED,v2
96,FY2023,3,4010,CC220,143200.0,APPROVED,v2
97,FY2023,3,4020,CC200,13650.0,APPROVED,v2
98,FY2023,3,4020,CC220,58450.0,APPROVED,v2
99,FY2023,3,4030,CC200,69400.0,APPROVED,v2
100,FY2023,3,4030,CC210,20550.0,APPROVED,v2
101,FY2023,3,5000,CC300,97550.0,APPROVED,v2
102,FY2023,3,5000,CC400,103050.0,APPROVED,v2
103,FY2023,3,5020,CC400,1250.0,APPROVED,v2
104,FY2023,3,6000,CC100,15000.0,APPROVED,v2
105,FY2023,3,6000,CC200,43300.0,APPROVED,v2
106,FY2023,3,6000,CC210,33650.0,APPROVED,v2
107,FY2023,3,6000,CC220,13450.0,APPROVED,v2
108,FY2023,3,6000,CC300,46350.0,APPROVED,v2
109,FY2023,3,6000,CC400,46700.0,APPROVED,v2
110,FY2023,3,6000,CC500,20800.0,APPROVED,v2
111,FY2023,3,6000,CC600,19450.0,APPROVED,v2
112,FY2023,3,6010,CC100,1850.0,APPROVED,v2
113,FY2023,3,6010,CC200,5600.0,APPROVED,v2
114,FY2023,3,6010,CC210,4350.0,APPROVED,v2
115,FY2023,3,6010,CC220,1750.0,APPROVED,v2
116,FY2023,3,6010,CC300,6850.0,APPROVED,v2
117,FY2023,3,6010,CC400,6800.0,APPROVED,v2
118,FY2023,3,6010,CC500,2800.0,APPROVED,v2
119,FY2023,3,6010,CC600,2950.0,APPROVED,v2
120,FY2023,3,6020,CC100,550.0,APPROVED,v2
121,FY2023,3,6020,CC200,1550.0,APPROVED,v2
122,FY2023,3,6020,CC210,1300.0,APPROVED,v2
123,FY2023,3,6020,CC220,550.0,APPROVED,v2
124,FY2023,3,6020,CC300,1900.0,APPROVED,v2
125,FY2023,3,6020,CC400,2050.0,APPROVED,v2
126,FY2023,3,6020,CC500,800.0,APPROVED,v2
127,FY2023,3,6020,CC600,850.0,APPROVED,v2
128,FY2023,3,6040,CC100,1750.0,APPROVED,v2
129,FY2023,3,6100,CC100,3300.0,APPROVED,v2
130,FY2023,3,6110,CC100,1050.0,APPROVED,v2
131,FY2023,3,6120,CC400,1800.0,APPROVED,v2
132,FY2023,3,6200,CC200,1150.0,APPROVED,v2
133,FY2023,3,6210,CC100,1000.0,APPROVED,v2
134,FY2023,3,6220,CC210,1700.0,APPROVED,v2
135,FY2023,3,6310,CC600,2750.0,APPROVED,v2
136,FY2023,3,6400,CC220,1300.0,APPROVED,v2
137,FY2023,3,6600,CC100,17250.0,APPROVED,v2
138,FY2023,3,6900,CC220,1150.0,APPROVED,v2
139,FY2023,4,4000,CC200,125050.0,APPROVED,v2
140,FY2023,4,4000,CC210,107900.0,APPROVED,v2
141,FY2023,4,4010,CC220,155500.0,APPROVED,v2
142,FY2023,4,4020,CC200,12500.0,APPROVED,v2
143,FY2023,4,4020,CC220,49100.0,APPROVED,v2
144,FY2023,4,4030,CC200,70750.0,APPROVED,v2
145,FY2023,4,4030,CC210,3150.0,APPROVED,v2
146,FY2023,4,5000,CC300,105250.0,APPROVED,v2
147,FY2023,4,5000,CC400,134550.0,APPROVED,v2
148,FY2023,4,5010,CC300,4400.0,APPROVED,v2
149,FY2023,4,5020,CC400,5000.0,APPROVED,v2
150,FY2023,4,6000,CC100,12950.0,APPROVED,v2
151,FY2023,4,6000,CC200,40800.0,APPROVED,v2
152,FY2023,4,6000,CC210,34200.0,APPROVED,v2
153,FY2023,4,6000,CC220,14200.0,APPROVED,v2
154,FY2023,4,6000,CC300,46000.0,APPROVED,v2
155,FY2023,4,6000,CC400,48850.0,APPROVED,v2
156,FY2023,4,6000,CC500,20550.0,APPROVED,v2
157,FY2023,4,6000,CC600,21100.0,APPROVED,v2
158,FY2023,4,6010,CC100,2000.0,APPROVED,v2
159,FY2023,4,6010,CC200,6400.0,APPROVED,v2
160,FY2023,4,6010,CC210,4100.0,APPROVED,v2
161,FY2023,4,6010,CC220,2000.0,APPROVED,v2
162,FY2023,4,6010,CC300,6100.0,APPROVED,v2
163,FY2023,4,6010,CC400,6800.0,APPROVED,v2
164,FY2023,4,6010,CC500,2750.0,APPROVED,v2
165,FY2023,4,6010,CC600,3050.0,APPROVED,v2
166,FY2023,4,6020,CC100,600.0,APPROVED,v2
167,FY2023,4,6020,CC200,1650.0,APPROVED,v2
168,FY2023,4,6020,CC210,1350.0,APPROVED,v2
169,FY2023,4,6020,CC220,500.0,APPROVED,v2
170,FY2023,4,6020,CC300,1850.0,APPROVED,v2
171,FY2023,4,6020,CC400,1950.0,APPROVED,v2
172,FY2023,4,6020,CC500,900.0,APPROVED,v2
173,FY2023,4,6020,CC600,850.0,APPROVED,v2
174,FY2023,4,6040,CC100,3250.0,APPROVED,v2
175,FY2023,4,6120,CC400,1950.0,APPROVED,v2
176,FY2023,4,6130,CC100,1400.0,APPROVED,v2
177,FY2023,4,6140,CC400,950.0,APPROVED,v2
178,FY2023,4,6210,CC100,700.0,APPROVED,v2
179,FY2023,4,6300,CC600,950.0,APPROVED,v2
180,FY2023,4,6400,CC220,7500.0,APPROVED,v2
181,FY2023,4,6500,CC500,3950.0,APPROVED,v2
182,FY2023,4,6600,CC100,17050.0,APPROVED,v2
183,FY2023,4,6900,CC220,4650.0,APPROVED,v2
184,FY2023,5,4000,CC200,148200.0,APPROVED,v2
185,FY2023,5,4000,CC210,64950.0,APPROVED,v2
186,FY2023,5,4010,CC220,128850.0,APPROVED,v2
187,FY2023,5,4020,CC200,20900.0,APPROVED,v2
188,FY2023,5,4020,CC210,32850.0,APPROVED,v2
189,FY2023,5,4020,CC220,34900.0,APPROVED,v2
190,FY2023,5,4030,CC200,30200.0,APPROVED,v2
191,FY2023,5,4030,CC210,47750.0,APPROVED,v2
192,FY2023,5,5000,CC300,59550.0,APPROVED,v2
193,FY2023,5,5000,CC400,33500.0,APPROVED,v2
194,FY2023,5,5010,CC300,850.0,APPROVED,v2
195,FY2023,5,5020,CC400,4650.0,APPROVED,v2
196,FY2023,5,6000,CC100,14250.0,APPROVED,v2
197,FY2023,5,6000,CC200,37650.0,APPROVED,v2
198,FY2023,5,6000,CC210,34200.0,APPROVED,v2
199,FY2023,5,6000,CC220,18900.0,APPROVED,v2
200,FY2023,5,6000,CC300,51900.0,APPROVED,v2
201,FY2023,5,6000,CC400,47400.0,APPROVED,v2
202,FY2023,5,6000,CC500,19650.0,APPROVED,v2
203,FY2023,5,6000,CC600,22450.0,APPROVED,v2
204,FY2023,5,6010,CC100,1950.0,APPROVED,v2
205,FY2023,5,6010,CC200,5650.0,APPROVED,v2
206,FY2023,5,6010,CC210,4750.0,APPROVED,v2
207,FY2023,5,6010,CC220,2850.0,APPROVED,v2
208,FY2023,5,6010,CC300,6100.0,APPROVED,v2
209,FY2023,5,6010,CC400,6750.0,APPROVED,v2
210,FY2023,5,6010,CC500,2700.0,APPROVED,v2
211,FY2023,5,6010,CC600,2750.0,APPROVED,v2
212,FY2023,5,6020,CC100,600.0,APPROVED,v2
213,FY2023,5,6020,CC200,1450.0,APPROVED,v2
214,FY2023,5,6020,CC210,1300.0,APPROVED,v2
215,FY2023,5,6020,CC220,850.0,APPROVED,v2
216,FY2023,5,6020,CC300,1850.0,APPROVED,v2
217,FY2023,5,6020,CC400,2000.0,APPROVED,v2
218,FY2023,5,6020,CC500,850.0,APPROVED,v2
219,FY2023,5,6020,CC600,750.0,APPROVED,v2
220,FY2023,5,6040,CC100,7850.0,APPROVED,v2
221,FY2023,5,6100,CC100,1100.0,APPROVED,v2
222,FY2023,5,6120,CC400,7300.0,APPROVED,v2
223,FY2023,5,6140,CC400,1400.0,APPROVED,v2
224,FY2023,5,6200,CC200,1500.0,APPROVED,v2
225,FY2023,5,6200,CC300,550.0,APPROVED,v2
226,FY2023,5,6210,CC200,1300.0,APPROVED,v2
227,FY2023,5,6210,CC220,1000.0,APPROVED,v2
228,FY2023,5,6220,CC200,2100.0,APPROVED,v2
229,FY2023,5,6300,CC600,4900.0,APPROVED,v2
230,FY2023,5,6310,CC600,15650.0,APPROVED,v2
231,FY2023,5,6320,CC100,800.0,APPROVED,v2
232,FY2023,5,6400,CC220,3000.0,APPROVED,v2
233,FY2023,5,6600,CC100,17000.0,APPROVED,v2
234,FY2023,5,6900,CC220,4050.0,APPROVED,v2
235,FY2023,5,6900,CC300,-850.0,APPROVED,v2
236,FY2023,5,6900,CC400,-800.0,APPROVED,v2
237,FY2023,6,4000,CC200,192250.0,APPROVED,v2
238,FY2023,6,4000,CC210,85250.0,APPROVED,v2
239,FY2023,6,4010,CC220,144750.0,APPROVED,v2
240,FY2023,6,4020,CC210,20800.0,APPROVED,v2
241,FY2023,6,4020,CC220,21150.0,APPROVED,v2
242,FY2023,6,4030,CC200,76000.0,APPROVED,v2
243,FY2023,6,4030,CC210,6000.0,APPROVED,v2
244,FY2023,6,5000,CC300,112150.0,APPROVED,v2
245,FY2023,6,5000,CC400,37000.0,APPROVED,v2
246,FY2023,6,5010,CC300,1050.0,APPROVED,v2
247,FY2023,6,5020,CC400,8700.0,APPROVED,v2
248,FY2023,6,6000,CC100,14000.0,APPROVED,v2
249,FY2023,6,6000,CC200,40400.0,APPROVED,v2
250,FY2023,6,6000,CC210,34950.0,APPROVED,v2
251,FY2023,6,6000,CC220,21950.0,APPROVED,v2
252,FY2023,6,6000,CC300,43200.0,APPROVED,v2
253,FY2023,6,6000,CC400,50200.0,APPROVED,v2
254,FY2023,6,6000,CC500,20750.0,APPROVED,v2
255,FY2023,6,6000,CC600,19800.0,APPROVED,v2
256,FY2023,6,6010,CC100,1850.0,APPROVED,v2
257,FY2023,6,6010,CC200,5450.0,APPROVED,v2
258,FY2023,6,6010,CC210,4700.0,APPROVED,v2
259,FY2023,6,6010,CC220,2950.0,APPROVED,v2
260,FY2023,6,6010,CC300,6400.0,APPROVED,v2
261,FY2023,6,6010,CC400,6900.0,APPROVED,v2
262,FY2023,6,6010,CC500,2650.0,APPROVED,v2
263,FY2023,6,6010,CC600,2950.0,APPROVED,v2
264,FY2023,6,6020,CC100,550.0,APPROVED,v2
265,FY2023,6,6020,CC200,1850.0,APPROVED,v2
266,FY2023,6,6020,CC210,1450.0,APPROVED,v2
267,FY2023,6,6020,CC220,750.0,APPROVED,v2
268,FY2023,6,6020,CC300,1900.0,APPROVED,v2
269,FY2023,6,6020,CC400,2000.0,APPROVED,v2
270,FY2023,6,6020,CC500,850.0,APPROVED,v2
271,FY2023,6,6020,CC600,900.0,APPROVED,v2
272,FY2023,6,6040,CC100,1650.0,APPROVED,v2
273,FY2023,6,6100,CC100,5200.0,APPROVED,v2
274,FY2023,6,6120,CC400,3250.0,APPROVED,v2
275,FY2023,6,6130,CC100,1500.0,APPROVED,v2
276,FY2023,6,6200,CC220,5500.0,APPROVED,v2
277,FY2023,6,6210,CC200,1250.0,APPROVED,v2
278,FY2023,6,6310,CC600,1050.0,APPROVED,v2
279,FY2023,6,6320,CC500,2450.0,APPROVED,v2
280,FY2023,6,6400,CC220,4700.0,APPROVED,v2
281,FY2023,6,6500,CC500,2600.0,APPROVED,v2
282,FY2023,6,6510,CC500,5800.0,APPROVED,v2
283,FY2023,6,6600,CC100,17250.0,APPROVED,v2
284,FY2023,6,6900,CC220,650.0,APPROVED,v2
285,FY2023,6,6900,CC400,900.0,APPROVED,v2
286,FY2023,7,4000,CC200,262400.0,APPROVED,v2
287,FY2023,7,4000,CC210,105450.0,APPROVED,v2
288,FY2023,7,4010,CC220,128150.0,APPROVED,v2
289,FY2023,7,4020,CC210,25700.0,APPROVED,v2
290,FY2023,7,4020,CC220,12400.0,APPROVED,v2
291,FY2023,7,4030,CC200,30000.0,APPROVED,v2
292,FY2023,7,4030,CC210,13200.0,APPROVED,v2
293,FY2023,7,5000,CC300,31600.0,APPROVED,v2
294,FY2023,7,5000,CC400,24200.0,APPROVED,v2
295,FY2023,7,5010,CC300,5650.0,APPROVED,v2
296,FY2023,7,5020,CC400,7050.0,APPROVED,v2
297,FY2023,7,6000,CC100,16150.0,APPROVED,v2
298,FY2023,7,6000,CC200,40400.0,APPROVED,v2
299,FY2023,7,6000,CC210,34050.0,APPROVED,v2
300,FY2023,7,6000,CC220,22350.0,APPROVED,v2
301,FY2023,7,6000,CC300,45950.0,APPROVED,v2
302,FY2023,7,6000,CC400,53500.0,APPROVED,v2
303,FY2023,7,6000,CC500,19800.0,APPROVED,v2
304,FY2023,7,6000,CC600,23650.0,APPROVED,v2
305,FY2023,7,6010,CC100,2100.0,APPROVED,v2
306,FY2023,7,6010,CC200,5200.0,APPROVED,v2
307,FY2023,7,6010,CC210,4850.0,APPROVED,v2
308,FY2023,7,6010,CC220,2800.0,APPROVED,v2
309,FY2023,7,6010,CC300,6750.0,APPROVED,v2
310,FY2023,7,6010,CC400,6750.0,APPROVED,v2
311,FY2023,7,6010,CC500,3000.0,APPROVED,v2
312,FY2023,7,6010,CC600,2800.0,APPROVED,v2
313,FY2023,7,6020,CC100,500.0,APPROVED,v2
314,FY2023,7,6020,CC200,1500.0,APPROVED,v2
315,FY2023,7,6020,CC210,1500.0,APPROVED,v2
316,FY2023,7,6020,CC220,750.0,APPROVED,v2
317,FY2023,7,6020,CC300,2000.0,APPROVED,v2
318,FY2023,7,6020,CC400,2050.0,APPROVED,v2
319,FY2023,7,6020,CC500,800.0,APPROVED,v2
320,FY2023,7,6020,CC600,750.0,APPROVED,v2
321,FY2023,7,6100,CC100,1350.0,APPROVED,v2
322,FY2023,7,6110,CC100,2600.0,APPROVED,v2
323,FY2023,7,6140,CC400,7700.0,APPROVED,v2
324,FY2023,7,6200,CC220,1300.0,APPROVED,v2
325,FY2023,7,6200,CC300,1600.0,APPROVED,v2
326,FY2023,7,6210,CC100,1300.0,APPROVED,v2
327,FY2023,7,6220,CC200,750.0,APPROVED,v2
328,FY2023,7,6310,CC600,1950.0,APPROVED,v2
329,FY2023,7,6320,CC500,3200.0,APPROVED,v2
330,FY2023,7,6400,CC210,1750.0,APPROVED,v2
331,FY2023,7,6510,CC500,1200.0,APPROVED,v2
332,FY2023,7,6600,CC100,17750.0,APPROVED,v2
333,FY2023,7,6900,CC220,-5300.0,APPROVED,v2
334,FY2023,8,4000,CC200,197100.0,APPROVED,v2
335,FY2023,8,4000,CC210,232400.0,APPROVED,v2
336,FY2023,8,4010,CC220,128000.0,APPROVED,v2
337,FY2023,8,4020,CC200,29200.0,APPROVED,v2
338,FY2023,8,4020,CC210,14500.0,APPROVED,v2
339,FY2023,8,4020,CC220,71200.0,APPROVED,v2
340,FY2023,8,4030,CC200,14100.0,APPROVED,v2
341,FY2023,8,4030,CC210,138800.0,APPROVED,v2
342,FY2023,8,5000,CC300,150600.0,APPROVED,v2
343,FY2023,8,5000,CC400,48700.0,APPROVED,v2
344,FY2023,8,5010,CC300,5150.0,APPROVED,v2
345,FY2023,8,5020,CC400,4600.0,APPROVED,v2
346,FY2023,8,6000,CC100,13150.0,APPROVED,v2
347,FY2023,8,6000,CC200,40400.0,APPROVED,v2
348,FY2023,8,6000,CC210,32800.0,APPROVED,v2
349,FY2023,8,6000,CC220,18950.0,APPROVED,v2
350,FY2023,8,6000,CC300,48600.0,APPROVED,v2
351,FY2023,8,6000,CC400,49600.0,APPROVED,v2
352,FY2023,8,6000,CC500,20800.0,APPROVED,v2
353,FY2023,8,6000,CC600,21900.0,APPROVED,v2
354,FY2023,8,6010,CC100,2100.0,APPROVED,v2
355,FY2023,8,6010,CC200,5250.0,APPROVED,v2
356,FY2023,8,6010,CC210,4850.0,APPROVED,v2
357,FY2023,8,6010,CC220,2600.0,APPROVED,v2
358,FY2023,8,6010,CC300,6700.0,APPROVED,v2
359,FY2023,8,6010,CC400,7150.0,APPROVED,v2
360,FY2023,8,6010,CC500,2600.0,APPROVED,v2
361,FY2023,8,6010,CC600,2900.0,APPROVED,v2
362,FY2023,8,6020,CC100,550.0,APPROVED,v2
363,FY2023,8,6020,CC200,1550.0,APPROVED,v2
364,FY2023,8,6020,CC210,1350.0,APPROVED,v2
365,FY2023,8,6020,CC220,800.0,APPROVED,v2
366,FY2023,8,6020,CC300,1850.0,APPROVED,v2
367,FY2023,8,6020,CC400,1950.0,APPROVED,v2
368,FY2023,8,6020,CC500,850.0,APPROVED,v2
369,FY2023,8,6020,CC600,900.0,APPROVED,v2
370,FY2023,8,6040,CC100,1800.0,APPROVED,v2
371,FY2023,8,6100,CC100,950.0,APPROVED,v2
372,FY2023,8,6110,CC100,1100.0,APPROVED,v2
373,FY2023,8,6120,CC400,2000.0,APPROVED,v2
374,FY2023,8,6200,CC300,12050.0,APPROVED,v2
375,FY2023,8,6210,CC100,2150.0,APPROVED,v2
376,FY2023,8,6220,CC210,900.0,APPROVED,v2
377,FY2023,8,6300,CC600,800.0,APPROVED,v2
378,FY2023,8,6310,CC600,2250.0,APPROVED,v2
379,FY2023,8,6320,CC100,850.0,APPROVED,v2
380,FY2023,8,6400,CC200,3300.0,APPROVED,v2
381,FY2023,8,6400,CC220,9750.0,APPROVED,v2
382,FY2023,8,6600,CC100,17400.0,APPROVED,v2
383,FY2023,8,6900,CC220,-3450.0,APPROVED,v2
384,FY2023,9,4000,CC200,251050.0,APPROVED,v2
385,FY2023,9,4000,CC210,91600.0,APPROVED,v2
386,FY2023,9,4010,CC220,131500.0,APPROVED,v2
387,FY2023,9,4020,CC200,83350.0,APPROVED,v2
388,FY2023,9,4020,CC210,21850.0,APPROVED,v2
389,FY2023,9,4020,CC220,2550.0,APPROVED,v2
390,FY2023,9,4030,CC200,34200.0,APPROVED,v2
391,FY2023,9,4030,CC210,16200.0,APPROVED,v2
392,FY2023,9,5000,CC300,76000.0,APPROVED,v2
393,FY2023,9,5000,CC400,87150.0,APPROVED,v2
394,FY2023,9,5010,CC300,5350.0,APPROVED,v2
395,FY2023,9,5020,CC400,3100.0,APPROVED,v2
396,FY2023,9,6000,CC100,14150.0,APPROVED,v2
397,FY2023,9,6000,CC200,38950.0,APPROVED,v2
398,FY2023,9,6000,CC210,36600.0,APPROVED,v2
399,FY2023,9,6000,CC220,20750.0,APPROVED,v2
400,FY2023,9,6000,CC300,50450.0,APPROVED,v2
401,FY2023,9,6000,CC400,53600.0,APPROVED,v2
402,FY2023,9,6000,CC500,21200.0,APPROVED,v2
403,FY2023,9,6000,CC600,19750.0,APPROVED,v2
404,FY2023,9,6010,CC100,1850.0,APPROVED,v2
405,FY2023,9,6010,CC200,5200.0,APPROVED,v2
406,FY2023,9,6010,CC210,5500.0,APPROVED,v2
407,FY2023,9,6010,CC220,2800.0,APPROVED,v2
408,FY2023,9,6010,CC300,6800.0,APPROVED,v2
409,FY2023,9,6010,CC400,6950.0,APPROVED,v2
410,FY2023,9,6010,CC500,2800.0,APPROVED,v2
411,FY2023,9,6010,CC600,2700.0,APPROVED,v2
412,FY2023,9,6020,CC100,600.0,APPROVED,v2
413,FY2023,9,6020,CC200,1650.0,APPROVED,v2
414,FY2023,9,6020,CC210,1550.0,APPROVED,v2
415,FY2023,9,6020,CC220,850.0,APPROVED,v2
416,FY2023,9,6020,CC300,1950.0,APPROVED,v2
417,FY2023,9,6020,CC400,1850.0,APPROVED,v2
418,FY2023,9,6020,CC500,800.0,APPROVED,v2
419,FY2023,9,6020,CC600,850.0,APPROVED,v2
420,FY2023,9,6100,CC100,1950.0,APPROVED,v2
421,FY2023,9,6110,CC100,5100.0,APPROVED,v2
422,FY2023,9,6120,CC100,2250.0,APPROVED,v2
423,FY2023,9,6120,CC400,900.0,APPROVED,v2
424,FY2023,9,6140,CC300,1750.0,APPROVED,v2
425,FY2023,9,6200,CC220,4100.0,APPROVED,v2
426,FY2023,9,6210,CC210,1100.0,APPROVED,v2
427,FY2023,9,6220,CC200,3450.0,APPROVED,v2
428,FY2023,9,6310,CC600,3550.0,APPROVED,v2
429,FY2023,9,6320,CC500,1300.0,APPROVED,v2
430,FY2023,9,6400,CC210,2100.0,APPROVED,v2
431,FY2023,9,6400,CC220,6300.0,APPROVED,v2
432,FY2023,9,6520,CC500,650.0,APPROVED,v2
433,FY2023,9,6600,CC100,17500.0,APPROVED,v2
434,FY2023,9,6900,CC220,-2400.0,APPROVED,v2
435,FY2023,10,4000,CC200,99900.0,APPROVED,v2
436,FY2023,10,4000,CC210,60950.0,APPROVED,v2
437,FY2023,10,4010,CC220,174750.0,APPROVED,v2
438,FY2023,10,4020,CC210,11750.0,APPROVED,v2
439,FY2023,10,4020,CC220,25850.0,APPROVED,v2
440,FY2023,10,4030,CC200,27700.0,APPROVED,v2
441,FY2023,10,5000,CC300,203450.0,APPROVED,v2
442,FY2023,10,5000,CC400,60100.0,APPROVED,v2
443,FY2023,10,5010,CC300,2600.0,APPROVED,v2
444,FY2023,10,5020,CC400,5550.0,APPROVED,v2
445,FY2023,10,6000,CC100,14700.0,APPROVED,v2
446,FY2023,10,6000,CC200,41600.0,APPROVED,v2
447,FY2023,10,6000,CC210,37650.0,APPROVED,v2
448,FY2023,10,6000,CC220,20000.0,APPROVED,v2
449,FY2023,10,6000,CC300,50750.0,APPROVED,v2
450,FY2023,10,6000,CC400,48200.0,APPROVED,v2
451,FY2023,10,6000,CC500,20850.0,APPROVED,v2
452,FY2023,10,6000,CC600,20150.0,APPROVED,v2
453,FY2023,10,6010,CC100,2100.0,APPROVED,v2
454,FY2023,10,6010,CC200,5750.0,APPROVED,v2
455,FY2023,10,6010,CC210,4800.0,APPROVED,v2
456,FY2023,10,6010,CC220,2450.0,APPROVED,v2
457,FY2023,10,6010,CC300,7150.0,APPROVED,v2
458,FY2023,10,6010,CC400,7100.0,APPROVED,v2
459,FY2023,10,6010,CC500,2900.0,APPROVED,v2
460,FY2023,10,6010,CC600,3000.0,APPROVED,v2
461,FY2023,10,6020,CC100,600.0,APPROVED,v2
462,FY2023,10,6020,CC200,1700.0,APPROVED,v2
463,FY2023,10,6020,CC210,1600.0,APPROVED,v2
464,FY2023,10,6020,CC220,750.0,APPROVED,v2
465,FY2023,10,6020,CC300,1900.0,APPROVED,v2
